austria,97.8061,2005-2010,Secondary
bahamas,88.0972,2005-2010,Secondary
bahrain,101.29679999999999,2005-2010,Secondary
bangladesh,50.1949,2005-2010,Secondary
barbados,107.9563,2005-2010,Secondary
belgium,169.0976,2005-2010,Secondary
belize,77.7002,2005-2010,Secondary
bermuda,80.98455,2005-2010,Secondary
bhutan,42.7165,2005-2010,Secondary
bolivia,84.9408,2005-2010,Secondary
botswana,84.8016,2005-2010,Secondary
brazil,104.16905,2005-2010,Secondary
british virgin islands,116.69225,2005-2010,Secondary
brunei darussalam,95.8458,2005-2010,Secondary
bulgaria,87.3167,2005-2010,Secondary
burkina faso,11.8204,2005-2010,Secondary
burundi,11.0235,2005-2010,Secondary
cabo verde,75.2758,2005-2010,Secondary
cambodia,41.5992,2005-2010,Secondary
cameroon,30.316449999999996,2005-2010,Secondary
canada,100.2344,2005-2010,Secondary
central african republic,9.8354,2005-2010,Secondary
chad,8.0297,2005-2010,Secondary
chile,94.1103,2005-2010,Secondary
"china, hong kong sar",82.7249,2005-2010,Secondary
"china, macao sar",83.2899,2005-2010,Secondary
colombia,87.2285,2005-2010,Secondary
cook islands,64.8611,2005-2010,Secondary
costa rica,83.3605,2005-2010,Secondary
croatia,94.76,2005-2010,Secondary
cuba,93.8511,2005-2010,Secondary
cyprus,97.4789,2005-2010,Secondary
czechia,96.5693,2005-2010,Secondary
dem. rep. of the congo,29.8342,2005-2010,Secondary
denmark,126.4686,2005-2010,Secondary
djibouti,24.6763,2005-2010,Secondary
dominica,107.5971,2005-2010,Secondary
dominican republic,77.5294,2005-2010,Secondary
eastern asia,69.1613,2005-2010,Secondary
ecuador,62.4632,2005-2010,Secondary
el salvador,67.7799,2005-2010,Secondary
equatorial guinea,22.0817,2005-2010,Secondary
eritrea,30.23,2005-2010,Secondary
estonia,104.6716,2005-2010,Secondary
eswatini,53.87205,2005-2010,Secondary
ethiopia,18.829,2005-2010,Secondary
europe,97.541,2005-2010,Secondary
fiji,90.7012,2005-2010,Secondary
finland,114.3419,2005-2010,Secondary
france,106.9919,2005-2010,Secondary
georgia,98.59375,2005-2010,Secondary
germany,100.9135,2005-2010,Secondary
ghana,41.085300000000004,2005-2010,Secondary
gibraltar,83.1736,2005-2010,Secondary
greece,98.3895,2005-2010,Secondary
grenada,110.7244,2005-2010,Secondary
guatemala,41.6905,2005-2010,Secondary
guinea,21.87865,2005-2010,Secondary
guyana,90.297,2005-2010,Secondary
hungary,95.7625,2005-2010,Secondary
iceland,112.0669,2005-2010,Secondary
india,49.0158,2005-2010,Secondary
indonesia,59.8385,2005-2010,Secondary
iran,75.8056,2005-2010,Secondary
iraq,46.0039,2005-2010,Secondary
ireland,114.5627,2005-2010,Secondary
israel,105.6416,2005-2010,Secondary
italy,98.9317,2005-2010,Secondary
jamaica,92.3972,2005-2010,Secondary
jordan,85.6754,2005-2010,Secondary
kenya,49.65675,2005-2010,Secondary
kiribati,93.3828,2005-2010,Secondary
kuwait,114.7278,2005-2010,Secondary
kyrgyzstan,86.7348,2005-2010,Secondary
lao people's dem. rep.,37.3984,2005-2010,Secondary
latin america & the caribbean,89.919,2005-2010,Secondary
latvia,102.4117,2005-2010,Secondary
lesotho,43.9247,2005-2010,Secondary
libya,103.3621,2005-2010,Secondary
liechtenstein,100.1397,2005-2010,Secondary
lithuania,104.1658,2005-2010,Secondary
luxembourg,97.9194,2005-2010,Secondary
madagascar,25.345950000000002,2005-2010,Secondary
malawi,24.8061,2005-2010,Secondary
malaysia,84.7114,2005-2010,Secondary
mali,19.637,2005-2010,Secondary
malta,99.9162,2005-2010,Secondary
marshall islands,70.6734,2005-2010,Secondary
mauritania,20.8146,2005-2010,Secondary
mauritius,87.6169,2005-2010,Secondary
mexico,84.0333,2005-2010,Secondary
micronesia,86.5937,2005-2010,Secondary
mongolia,95.0209,2005-2010,Secondary
montenegro,96.0597,2005-2010,Secondary
montserrat,105.1058,2005-2010,Secondary
morocco,46.293,2005-2010,Secondary
mozambique,10.9309,2005-2010,Secondary
myanmar,44.83345,2005-2010,Secondary
namibia,68.319,2005-2010,Secondary
nauru,58.966899999999995,2005-2010,Secondary
nepal,43.1484,2005-2010,Secondary
netherlands,117.1628,2005-2010,Secondary
new zealand,123.5743,2005-2010,Secondary
nicaragua,73.4748,2005-2010,Secondary
niger,7.4483,2005-2010,Secondary
nigeria,31.6809,2005-2010,Secondary
niue,90.8257,2005-2010,Secondary
north macedonia,80.2048,2005-2010,Secondary
northern africa,68.9041,2005-2010,Secondary
northern america,96.3345,2005-2010,Secondary
norway,114.313,2005-2010,Secondary
oceania,108.4703,2005-2010,Secondary
oman,91.57820000000001,2005-2010,Secondary
pakistan,28.9918,2005-2010,Secondary
panama,70.3445,2005-2010,Secondary
paraguay,67.2419,2005-2010,Secondary
peru,83.3616,2005-2010,Secondary
philippines,87.57665,2005-2010,Secondary
poland,99.2728,2005-2010,Secondary
portugal,102.6958,2005-2010,Secondary
qatar,96.0549,2005-2010,Secondary
republic of korea,98.213,2005-2010,Secondary
republic of moldova,89.9588,2005-2010,Secondary
romania,83.2717,2005-2010,Secondary
russian federation,83.27195,2005-2010,Secondary
rwanda,15.7444,2005-2010,Secondary
saint kitts and nevis,106.70815,2005-2010,Secondary
saint lucia,88.37995000000001,2005-2010,Secondary
saint vincent & grenadines,99.4108,2005-2010,Secondary
samoa,88.1879,2005-2010,Secondary
sao tome and principe,44.0904,2005-2010,Secondary
saudi arabia,86.8789,2005-2010,Secondary
senegal,19.145,2005-2010,Secondary
serbia,89.954,2005-2010,Secondary
seychelles,84.774,2005-2010,Secondary
slovakia,93.7281,2005-2010,Secondary
slovenia,96.9416,2005-2010,Secondary
solomon islands,27.4077,2005-2010,Secondary
somalia,3.7402,2005-2010,Secondary
south africa,90.5264,2005-2010,Secondary
south-eastern asia,62.3813,2005-2010,Secondary
southern asia,47.0433,2005-2010,Secondary
spain,121.1793,2005-2010,Secondary
state of palestine,91.7672,2005-2010,Secondary
sub-saharan africa,27.9346,2005-2010,Secondary
sudan,37.3261,2005-2010,Secondary
suriname,78.7385,2005-2010,Secondary
sweden,103.8197,2005-2010,Secondary
switzerland,92.4631,2005-2010,Secondary
syrian arab republic,68.1697,2005-2010,Secondary
tajikistan,73.0452,2005-2010,Secondary
thailand,75.3994,2005-2010,Secondary
timor-leste,54.2207,2005-2010,Secondary
togo,31.7095,2005-2010,Secondary
"total, all countries or areas",62.3132,2005-2010,Secondary
tunisia,88.9446,2005-2010,Secondary
